species,decimalLatitude,decimalLongitude,coordinateUncertaintyInMeters,basisOfRecord,depth
Acanthobothrium jeanneae,-12.193889,136.686389,NA,HUMAN_OBSERVATION,NA
Acanthobothrium jeanneae,-12.193889,136.686389,NA,HUMAN_OBSERVATION,NA
Acanthobothrium jeanneae,-12.193889,136.686389,NA,HUMAN_OBSERVATION,NA
Acanthobothrium lintoni,4.091667,-74.575,NA,UNKNOWN,NA
Acanthobothrium matttaylori,-12.193889,136.686389,NA,HUMAN_OBSERVATION,NA
Acanthobothrium microcephalum,33.751,-118.215,NA,PRESERVED_SPECIMEN,NA
Acanthobothrium monksi,-3.5,-79.8,NA,PRESERVED_SPECIMEN,NA
Acanthobothrium nicoyaense,10,-84,NA,PRESERVED_SPECIMEN,NA
Acanthobothrium olseni,33.6189,-117.929,NA,PRESERVED_SPECIMEN,NA
Acanthobothrium paulum,42.3,-71.8,NA,PRESERVED_SPECIMEN,NA
Acanthobothrium puertecitense,30.35,-114.62,NA,PRESERVED_SPECIMEN,NA
Acanthobothrium santarosaliense,27.32,-112.28,NA,PRESERVED_SPECIMEN,NA
Acanthobothrium unilateralis,33.751,-118.215,NA,PRESERVED_SPECIMEN,NA
Acanthobothrium urotrygoni,4.091667,-74.575,NA,UNKNOWN,NA
Acanthobothrium urotrygoni,8,-66,NA,UNKNOWN,NA
Acanthobothrium zschokkei,40.9,14.4,NA,PRESERVED_SPECIMEN,NA
Acanthobothrium zschokkei,40.9,14.4,NA,PRESERVED_SPECIMEN,NA
Acanthobothrium zschokkei,40.9,14.4,NA,PRESERVED_SPECIMEN,NA
Acanthocheilus rotundatus,50.384991,-4.167732,1000,PRESERVED_SPECIMEN,NA
Acanthocheilus rotundatus,-35.083,150.833,100000,PRESERVED_SPECIMEN,NA
Acanthocheilus rotundatus,44.979852,-65.806016,NA,UNKNOWN,NA
Acanthochondrites annulatus,63,8,NA,PRESERVED_SPECIMEN,NA
Achtheinus dentatus,-38.574651,-58.711707,866.4,PRESERVED_SPECIMEN,NA
Achtheinus dentatus,-38.574651,-58.711707,866.4,PRESERVED_SPECIMEN,NA
Achtheinus dentatus,-38.574651,-58.711707,866.4,PRESERVED_SPECIMEN,NA
Achtheinus dentatus,-38.568878,-58.749277,5620.45,PRESERVED_SPECIMEN,NA
Achtheinus dentatus,-38.568878,-58.749277,5620.45,PRESERVED_SPECIMEN,NA
Achtheinus dentatus,-38.568878,-58.749277,5620.45,PRESERVED_SPECIMEN,NA
Achtheinus oblongus,37.7132,-122.298,NA,PRESERVED_SPECIMEN,NA
Achtheinus oblongus,37.7132,-122.298,NA,PRESERVED_SPECIMEN,NA
Achtheinus oblongus,37.7132,-122.298,NA,PRESERVED_SPECIMEN,NA
Achtheinus oblongus,37.7132,-122.298,NA,PRESERVED_SPECIMEN,NA
Achtheinus oblongus,37.7132,-122.298,NA,PRESERVED_SPECIMEN,NA
Achtheinus oblongus,37.7132,-122.298,NA,PRESERVED_SPECIMEN,NA
Alebion carchariae,0,0,NA,UNKNOWN,NA
Alebion carchariae,41.5167,-70.6667,NA,PRESERVED_SPECIMEN,NA
Alebion carchariae,41.5167,-70.6667,NA,PRESERVED_SPECIMEN,NA
Alebion carchariae,44.979852,-65.806016,NA,UNKNOWN,NA
Alebion maculatus,18.975,72.825833,NA,UNKNOWN,NA
Anthocephalum hobergi,-3.5,-79.8,NA,PRESERVED_SPECIMEN,NA
Anthocephalum hobergi,-3.5,-79.8,NA,PRESERVED_SPECIMEN,NA
Anthocephalum hobergi,-3.5,-79.8,NA,PRESERVED_SPECIMEN,NA
Anthocephalum hobergi,-3.5,-79.8,NA,PRESERVED_SPECIMEN,NA
Anthocephalum hobergi,-3.5,-79.8,NA,PRESERVED_SPECIMEN,NA
Anthocephalum hobergi,-3.5,-79.8,NA,PRESERVED_SPECIMEN,NA
Anthocephalum hobergi,-3.5,-79.8,NA,PRESERVED_SPECIMEN,NA
Anthocephalum hobergi,-3.5,-79.8,NA,PRESERVED_SPECIMEN,NA
Anthocephalum hobergi,-2.19967,-80.978,NA,MATERIAL_SAMPLE,NA
Anthocephalum hobergi,-2.2,-80.98,NA,PRESERVED_SPECIMEN,NA
Anthocephalum hobergi,-2.2,-80.98,NA,PRESERVED_SPECIMEN,NA
Anthocephalum hobergi,-2.2,-80.98,NA,PRESERVED_SPECIMEN,NA
Anthosoma crassum,-37.99721,-57.57658,1511444.7,PRESERVED_SPECIMEN,NA
Anthosoma crassum,-37.99721,-57.57658,1511444.7,PRESERVED_SPECIMEN,NA
Anthosoma crassum,47,152,NA,PRESERVED_SPECIMEN,NA
Anthosoma crassum,-33.85,151.266,10000,PRESERVED_SPECIMEN,NA
Anthosoma crassum,-33.85,151.266,10000,PRESERVED_SPECIMEN,NA
Anthosoma crassum,36.62,-121.9,NA,PRESERVED_SPECIMEN,NA
Anthosoma crassum,36,138,NA,PRESERVED_SPECIMEN,NA
Anthosoma crassum,36.6,-121.88,NA,PRESERVED_SPECIMEN,NA
Anthosoma crassum,33.85,-117.87,NA,PRESERVED_SPECIMEN,NA
Anthosoma crassum,-41.21,174.705,1000,HUMAN_OBSERVATION,NA
Anthosoma crassum,-40.905,174.957,1000,HUMAN_OBSERVATION,NA
Anthosoma crassum,-42.42,173.81,10000,HUMAN_OBSERVATION,NA
Anthosoma crassum,-42.15,174.13,10000,HUMAN_OBSERVATION,NA
Anthosoma crassum,-43.44,175.28,10000,HUMAN_OBSERVATION,NA
Anthosoma crassum,44.979852,-65.806016,NA,UNKNOWN,NA
Bariaka alopiae,-6.35,-38.067,NA,PRESERVED_SPECIMEN,NA
Caligus coryphaenae,0,0,NA,UNKNOWN,NA
Caligus coryphaenae,39.75,-70,NA,PRESERVED_SPECIMEN,NA
Caligus coryphaenae,24.67,-81.58,NA,PRESERVED_SPECIMEN,NA
Caligus coryphaenae,3,55,NA,PRESERVED_SPECIMEN,NA
Caligus coryphaenae,20.73,-34.98,NA,PRESERVED_SPECIMEN,NA
Caligus coryphaenae,44.979852,-65.806016,NA,UNKNOWN,NA
Caligus curtus,57.7,11.816667,NA,PRESERVED_SPECIMEN,NA
Caligus curtus,69.817833,18.781933,NA,PRESERVED_SPECIMEN,NA
Caligus curtus,42.282115,-70.990628,2563,PRESERVED_SPECIMEN,6.1
Caligus curtus,58.916667,1.033333,NA,PRESERVED_SPECIMEN,NA
Caligus curtus,50.32,-5.21,NA,PRESERVED_SPECIMEN,NA
Caligus curtus,41.5167,-70.6667,NA,PRESERVED_SPECIMEN,NA
Caligus curtus,46.616667,-61.05,NA,PRESERVED_SPECIMEN,NA
Caligus curtus,44.979852,-65.806016,NA,UNKNOWN,NA
Caligus curtus,50,-63,NA,PRESERVED_SPECIMEN,0
Caligus curtus,69.65,18.9667,NA,PRESERVED_SPECIMEN,NA
Caligus elongatus,-34.733333,135.916667,NA,PRESERVED_SPECIMEN,NA
Caligus elongatus,-34.733333,135.916667,NA,PRESERVED_SPECIMEN,NA
Caligus elongatus,41.5167,-70.6667,NA,PRESERVED_SPECIMEN,NA
Caligus elongatus,41.5167,-70.6667,NA,PRESERVED_SPECIMEN,NA
Caligus elongatus,41.5431,-70.9122,NA,PRESERVED_SPECIMEN,NA
Caligus elongatus,41.5167,-70.6667,NA,PRESERVED_SPECIMEN,NA
Caligus elongatus,45.299999,-64.3333,NA,PRESERVED_SPECIMEN,NA
Caligus elongatus,55.6,6.4,NA,MATERIAL_SAMPLE,NA
Caligus elongatus,55.6,6.4,NA,MATERIAL_SAMPLE,NA
Caligus elongatus,55.6,6.4,NA,MATERIAL_SAMPLE,NA
Caligus elongatus,44.979852,-65.806016,NA,UNKNOWN,NA
Caligus rapax,54.1833,7.9,NA,UNKNOWN,NA
Caligus rapax,50.32,-5.21,NA,PRESERVED_SPECIMEN,NA
Caligus rapax,58.246667,11.436667,NA,PRESERVED_SPECIMEN,NA
Caligus rapax,41.5167,-70.6667,NA,PRESERVED_SPECIMEN,NA
Caligus rapax,41.5167,-70.6667,NA,PRESERVED_SPECIMEN,NA
Caligus rapax,54.186033,7.902733,NA,PRESERVED_SPECIMEN,NA
Caligus regalis,0,0,NA,UNKNOWN,NA
Campula oblonga,45.84597,-67.544165,NA,UNKNOWN,NA
Cathetocephalus thatcheri,29.5006,-94.8402,NA,PRESERVED_SPECIMEN,NA
Cathetocephalus thatcheri,29.5006,-94.8402,NA,PRESERVED_SPECIMEN,NA
Caulobothrium ostrowskiae,-33.341667,-55.908333,NA,UNKNOWN,NA
Charopinus dalmanni,50.32,-5.21,NA,PRESERVED_SPECIMEN,NA
Charopinus dalmanni,50.32,-5.21,NA,PRESERVED_SPECIMEN,NA
Charopinus dubius,44.979852,-65.806016,NA,UNKNOWN,NA
Crossobothrium laciniatum,34.8333,-76.0833,NA,PRESERVED_SPECIMEN,NA
Crossobothrium laciniatum,36.4333,-75.6833,NA,PRESERVED_SPECIMEN,NA
Crossobothrium laciniatum,41.5265,-70.6731,NA,PRESERVED_SPECIMEN,NA
Demoleus heptapus,43.7,7.266667,NA,PRESERVED_SPECIMEN,NA
Dinemoura discrepans,0.63,-124.38,NA,PRESERVED_SPECIMEN,NA
Dinemoura ferox,71.305307,-40.697265,1440547,PRESERVED_SPECIMEN,NA
Dinemoura latifolia,-37.99721,-57.57658,1511444.7,PRESERVED_SPECIMEN,NA
Dinemoura latifolia,36.6,-121.88,NA,PRESERVED_SPECIMEN,NA
Dinemoura latifolia,-12.83,-83.5,NA,PRESERVED_SPECIMEN,NA
Dinemoura latifolia,0,0,NA,PRESERVED_SPECIMEN,NA
Dinemoura latifolia,44.979852,-65.806016,NA,UNKNOWN,NA
Dinemoura producta,-38.042318,-57.529683,1372.71,PRESERVED_SPECIMEN,NA
Dinemoura producta,50.32,-5.21,NA,PRESERVED_SPECIMEN,NA
Dinemoura producta,-12.83,-83.5,NA,PRESERVED_SPECIMEN,NA
Dinemoura producta,-12.83,-83.5,NA,PRESERVED_SPECIMEN,NA
Dinemoura producta,-12.83,-83.5,NA,PRESERVED_SPECIMEN,NA
Dinemoura producta,44.979852,-65.806016,NA,UNKNOWN,NA
Dioecotaenia campbelli,9.75,-68.910278,NA,UNKNOWN,NA
Dioecotaenia cancellata,37,-76,NA,UNKNOWN,NA
Disculiceps galapagoensis,0.8,-86.22,NA,PRESERVED_SPECIMEN,NA
Disculiceps galapagoensis,0.8,-86.22,NA,PRESERVED_SPECIMEN,NA
Disculiceps pileatus,-2.645,65.986667,NA,PRESERVED_SPECIMEN,NA
Disculiceps pileatus,-2.645,65.986667,NA,PRESERVED_SPECIMEN,NA
Disculiceps pileatus,-2.645,65.986667,NA,PRESERVED_SPECIMEN,NA
Disculiceps pileatus,42.3,-71.8,NA,PRESERVED_SPECIMEN,NA
Disculiceps pileatus,42.3,-71.8,NA,PRESERVED_SPECIMEN,NA
Echeneibothrium maculatum,59.24,-1.5,NA,PRESERVED_SPECIMEN,NA
Echeneibothrium pollonae,39.55,-70.73,NA,PRESERVED_SPECIMEN,NA
Echeneibothrium pollonae,39.55,-70.73,NA,PRESERVED_SPECIMEN,NA
Echinobothrium parsadrayaiense,26.55805,54.88055,NA,PRESERVED_SPECIMEN,NA
Echthrogaleus coleoptratus,-38.042318,-57.529683,1372.71,PRESERVED_SPECIMEN,NA
Echthrogaleus coleoptratus,-37.99721,-57.57658,1511444.7,PRESERVED_SPECIMEN,NA
Echthrogaleus coleoptratus,14.52,-109.72,NA,PRESERVED_SPECIMEN,NA
Echthrogaleus coleoptratus,-33.03,-74.62,NA,PRESERVED_SPECIMEN,NA
Echthrogaleus coleoptratus,-33.03,-74.62,NA,PRESERVED_SPECIMEN,NA
Echthrogaleus coleoptratus,0,0,NA,PRESERVED_SPECIMEN,NA
Echthrogaleus coleoptratus,44.979852,-65.806016,NA,UNKNOWN,NA
Eudactylina corrugata,44.979852,-65.806016,NA,UNKNOWN,NA
Eudactylinodes keratophagus,23,-102,NA,PRESERVED_SPECIMEN,NA
Eudactylinodes keratophagus,23,-102,NA,PRESERVED_SPECIMEN,NA
Floriceps minacanthus,-23.45,151.92,1000,PRESERVED_SPECIMEN,NA
Floriceps minacanthus,-23.45,151.92,1000,PRESERVED_SPECIMEN,NA
Floriceps minacanthus,-23.45,151.92,1000,PRESERVED_SPECIMEN,NA
Floriceps minacanthus,-23.45,151.92,1000,PRESERVED_SPECIMEN,NA
Gangliopus pyriformis,7.78,-102.62,NA,PRESERVED_SPECIMEN,NA
Gonocerca phycidis,45,-69,NA,PRESERVED_SPECIMEN,NA
Gonocerca phycidis,45,-69,NA,PRESERVED_SPECIMEN,NA
Gonocerca phycidis,-42,174,NA,PRESERVED_SPECIMEN,NA
Gonocerca phycidis,-42,174,NA,PRESERVED_SPECIMEN,NA
Gonocerca phycidis,-42,174,NA,PRESERVED_SPECIMEN,NA
Gonocerca phycidis,24.632778,-82.930278,NA,PRESERVED_SPECIMEN,NA
Gonocerca phycidis,-42,174,NA,PRESERVED_SPECIMEN,NA
Gonocerca phycidis,24.632778,-82.930278,NA,PRESERVED_SPECIMEN,NA
Gonocerca phycidis,-42,174,NA,PRESERVED_SPECIMEN,NA
Gonocerca phycidis,24.632778,-82.930278,NA,PRESERVED_SPECIMEN,NA
Gonocerca phycidis,-42,174,NA,PRESERVED_SPECIMEN,NA
Gonocerca phycidis,39.2167,-71.9167,NA,PRESERVED_SPECIMEN,NA
Gonocerca phycidis,49.566667,-65.083333,NA,PRESERVED_SPECIMEN,NA
Gonocerca phycidis,48.666667,-68.116667,NA,PRESERVED_SPECIMEN,NA
Gonocerca phycidis,59.42,-6.08,NA,PRESERVED_SPECIMEN,NA
Grillotiella exilis,-5.143883,119.411117,NA,PRESERVED_SPECIMEN,NA
Grillotiella exilis,-27.015229,148.584185,1000,PRESERVED_SPECIMEN,NA
Grillotiella exilis,-27.015229,148.584185,1000,PRESERVED_SPECIMEN,NA
Grillotiella exilis,-27.015229,148.584185,1000,PRESERVED_SPECIMEN,NA
Gyrocotyle fimbriata,37.2,-119.6,NA,PRESERVED_SPECIMEN,NA
Gyrocotyle fimbriata,37.2,-119.6,NA,PRESERVED_SPECIMEN,NA
Gyrocotyle rugosa,-30,26,NA,PRESERVED_SPECIMEN,NA
Gyrocotyle rugosa,-25.708333,134.033333,NA,UNKNOWN,NA
Gyrocotyle rugosa,-42,174,NA,UNKNOWN,NA
Gyrocotyle rugosa,-42,174,NA,UNKNOWN,NA
Gyrocotyle rugosa,-45.8,170.6,10000,PRESERVED_SPECIMEN,NA
Gyrocotyle urna,62,10,NA,PRESERVED_SPECIMEN,NA
Gyrocotyle urna,62,10,NA,PRESERVED_SPECIMEN,NA
Gyrocotyle urna,37.90472,-121.33486,NA,UNKNOWN,NA
Gyrocotyle urna,47.83333,-122.43333,NA,UNKNOWN,NA
Gyrocotyle urna,61.68,-7.8,NA,PRESERVED_SPECIMEN,NA
Gyrocotyle urna,54.13,-11.25,NA,PRESERVED_SPECIMEN,NA
Halysioncum arafurense,-11.295556,136.996667,500,PRESERVED_SPECIMEN,NA
Halysioncum arafurense,-11.295556,136.996667,500,PRESERVED_SPECIMEN,NA
Halysioncum arafurense,-11.295556,136.996667,500,PRESERVED_SPECIMEN,NA
Halysioncum californiense,36.3,-119.268195,NA,UNKNOWN,NA
Halysioncum kishiense,26.55805,54.88055,NA,PRESERVED_SPECIMEN,NA
Hemiurus levinseni,45,-69,NA,PRESERVED_SPECIMEN,NA
Hemiurus levinseni,43.01917,-70.93153,NA,UNKNOWN,NA
Hemiurus levinseni,44.948195,-69.33014,NA,UNKNOWN,NA
Hemiurus levinseni,44.948195,-69.33014,NA,UNKNOWN,NA
Hemiurus levinseni,69,-166,NA,UNKNOWN,NA
Hemiurus levinseni,48.530695,-123.049025,NA,UNKNOWN,NA
Hemiurus levinseni,44.949305,-69.33014,NA,UNKNOWN,NA
Hemiurus levinseni,44.651805,-123.942775,NA,UNKNOWN,NA
Hemiurus levinseni,49.416667,-57.75,NA,PRESERVED_SPECIMEN,NA
Hemiurus levinseni,45.072222,-67.054167,NA,PRESERVED_SPECIMEN,NA
Hemiurus levinseni,45.336389,-60.994167,NA,PRESERVED_SPECIMEN,NA
Hemiurus levinseni,51.4,-129.25,NA,PRESERVED_SPECIMEN,NA
Hemiurus levinseni,48.4,-125.883333,NA,PRESERVED_SPECIMEN,NA
Hemiurus levinseni,51.4,-129.25,NA,PRESERVED_SPECIMEN,NA
Hemiurus levinseni,44.979852,-65.806016,NA,UNKNOWN,NA
Hepatoxylon megacephalum,-33.833,151.333,100000,PRESERVED_SPECIMEN,NA
Hornellobothrium cobraformis,-27.415205,153.33412,1000,PRESERVED_SPECIMEN,NA
Hysterothylacium aduncum,-34.9,139.333,NA,PRESERVED_SPECIMEN,NA
Hysterothylacium aduncum,41.5265,-70.6731,NA,PRESERVED_SPECIMEN,NA
Hysterothylacium aduncum,40.8375,-72.9289,NA,PRESERVED_SPECIMEN,NA
Hysterothylacium aduncum,49.6,-61.466667,NA,PRESERVED_SPECIMEN,NA
Hysterothylacium aduncum,48.666667,-68.116667,NA,PRESERVED_SPECIMEN,NA
Hysterothylacium aduncum,51.4,-129.25,NA,PRESERVED_SPECIMEN,NA
Hysterothylacium aduncum,49.416667,-57.75,NA,PRESERVED_SPECIMEN,NA
Hysterothylacium aduncum,49.6,-61.466667,NA,PRESERVED_SPECIMEN,NA
Hysterothylacium aduncum,48.4,-125.883333,NA,PRESERVED_SPECIMEN,NA
Hysterothylacium aduncum,51.4,-129.25,NA,PRESERVED_SPECIMEN,NA
Hysterothylacium aduncum,59,-5,NA,PRESERVED_SPECIMEN,NA
Hysterothylacium aduncum,47,-45,NA,PRESERVED_SPECIMEN,NA
Hysterothylacium aduncum,57,-1,NA,PRESERVED_SPECIMEN,96
Hysterothylacium aduncum,59,-5,NA,PRESERVED_SPECIMEN,NA
Hysterothylacium aduncum,-46.5,170.3,NA,PRESERVED_SPECIMEN,NA
Hysterothylacium aduncum,55.6,6.4,NA,MATERIAL_SAMPLE,NA
Hysterothylacium aduncum,55.6,6.4,NA,MATERIAL_SAMPLE,NA
Hysterothylacium aduncum,55.6,6.4,NA,MATERIAL_SAMPLE,NA
Hysterothylacium aduncum,55.6,6.4,NA,MATERIAL_SAMPLE,NA
Hysterothylacium aduncum,55.6,6.4,NA,MATERIAL_SAMPLE,NA
Hysterothylacium aduncum,55.6,6.4,NA,MATERIAL_SAMPLE,NA
Hysterothylacium aduncum,55.6,6.4,NA,MATERIAL_SAMPLE,NA
Hysterothylacium aduncum,55.6,6.4,NA,MATERIAL_SAMPLE,NA
Hysterothylacium aduncum,-46.5,170.3,NA,PRESERVED_SPECIMEN,NA
Hysterothylacium aduncum,-46.5,170.3,NA,PRESERVED_SPECIMEN,NA
Hysterothylacium aduncum,36.53,122.27,NA,MATERIAL_SAMPLE,NA
Hysterothylacium aduncum,-46.5,170.3,NA,MATERIAL_SAMPLE,NA
Hysterothylacium aduncum,36.53,122.27,NA,MATERIAL_SAMPLE,NA
Hysterothylacium aduncum,44.979852,-65.806016,NA,UNKNOWN,NA
Kroyeria carchariaeglauci,44.979852,-65.806016,NA,UNKNOWN,NA
Kroyeria caseyi,34,-75,NA,PRESERVED_SPECIMEN,NA
Kroyeria caseyi,34,-75,NA,PRESERVED_SPECIMEN,NA
Kroyeria lineata,24.67,-81.58,NA,PRESERVED_SPECIMEN,NA
Kroyeria lineata,24.67,-81.58,NA,PRESERVED_SPECIMEN,NA
Kroyeria lineata,24.67,-81.58,NA,PRESERVED_SPECIMEN,NA
Kroyeria sphyrnae,18.975,72.825833,NA,UNKNOWN,NA
Lepeophtheirus pectoralis,56.037694,-3.260855,4500,HUMAN_OBSERVATION,NA
Lepeophtheirus pectoralis,41.335585,-71.988529,450,HUMAN_OBSERVATION,NA
Lepeophtheirus salmonis,44.979852,-65.806016,NA,UNKNOWN,NA
Lernaeopoda galei,54.166667,7.883333,NA,PRESERVED_SPECIMEN,NA
Lernaeopoda galei,50.32,-5.21,NA,PRESERVED_SPECIMEN,NA
Litobothrium amsichensis,-35.65,150.716667,500,PRESERVED_SPECIMEN,790
Litobothrium amsichensis,-35.65,150.716667,500,PRESERVED_SPECIMEN,790
Litobothrium amsichensis,-35.65,150.716667,500,PRESERVED_SPECIMEN,790
Litobothrium amsichensis,-35.65,150.716667,500,PRESERVED_SPECIMEN,790
Litobothrium amsichensis,-35.65,150.716667,500,PRESERVED_SPECIMEN,790
Litobothrium amsichensis,-35.65,150.716667,500,PRESERVED_SPECIMEN,790
Litobothrium amsichensis,-35.65,150.716667,500,PRESERVED_SPECIMEN,790
Litobothrium amsichensis,-35.65,150.716667,500,PRESERVED_SPECIMEN,790
Litobothrium amsichensis,-35.65,150.716667,500,PRESERVED_SPECIMEN,790
Litobothrium amsichensis,-35.65,150.716667,500,PRESERVED_SPECIMEN,790
Litobothrium amsichensis,-35.65,150.716667,500,PRESERVED_SPECIMEN,790
Litobothrium amsichensis,-35.65,150.716667,500,PRESERVED_SPECIMEN,790
Litobothrium amsichensis,-35.65,150.716667,500,PRESERVED_SPECIMEN,790
Litobothrium amsichensis,-35.65,150.72,NA,PRESERVED_SPECIMEN,NA
Litobothrium gracile,32.9,-118.5,NA,PRESERVED_SPECIMEN,NA
Mawsonascaris australis,-27.415205,153.33412,1000,PRESERVED_SPECIMEN,NA
Megalonchos shawae,-10.733333,136.633333,500,PRESERVED_SPECIMEN,NA
Megalonchos shawae,-10.733333,136.633333,500,PRESERVED_SPECIMEN,NA
Megalonchos shawae,-10.733333,136.633333,500,PRESERVED_SPECIMEN,NA
Megalonchos sumansinghai,-10.666667,137.116667,500,PRESERVED_SPECIMEN,NA
Megalonchos sumansinghai,-10.666667,137.116667,500,PRESERVED_SPECIMEN,NA
Megalonchos sumansinghai,-10.733333,136.633333,500,PRESERVED_SPECIMEN,NA
Megalonchos sumansinghai,-10.733333,136.633333,500,PRESERVED_SPECIMEN,NA
Megalonchos sumansinghai,-10.666667,137.116667,500,PRESERVED_SPECIMEN,NA
Monorygma perfectum,72,-40,NA,PRESERVED_SPECIMEN,NA
Monorygma perfectum,72,-40,NA,PRESERVED_SPECIMEN,NA
Monorygma perfectum,72,-40,NA,PRESERVED_SPECIMEN,NA
Monorygma perfectum,40.9,14.4,NA,PRESERVED_SPECIMEN,NA
Monorygma perfectum,40.9,14.4,NA,PRESERVED_SPECIMEN,NA
Monorygma perfectum,40.9,14.4,NA,PRESERVED_SPECIMEN,NA
Multicalyx elegans,-41.25,174.75,NA,UNKNOWN,NA
Multicalyx elegans,48.56667,-122.96667,NA,UNKNOWN,NA
Multicalyx elegans,56.5,-9,NA,PRESERVED_SPECIMEN,NA
Mycteronastes icopae,-23.45,151.92,1000,PRESERVED_SPECIMEN,NA
Mycteronastes icopae,-23.45,151.92,1000,PRESERVED_SPECIMEN,NA
Mycteronastes icopae,-23.45,151.92,1000,PRESERVED_SPECIMEN,NA
Mycteronastes icopae,-23.45,151.92,1000,PRESERVED_SPECIMEN,NA
Mycteronastes icopae,-23.45,151.92,1000,PRESERVED_SPECIMEN,NA
Nemesis aggregatus,0,0,NA,UNKNOWN,NA
Nemesis aggregatus,-1.1667,70.1833,NA,PRESERVED_SPECIMEN,NA
Nemesis aggregatus,11.8833,-103.35,NA,PRESERVED_SPECIMEN,NA
Nemesis aggregatus,7.7833,-102.617,NA,PRESERVED_SPECIMEN,NA
Ommatokoita elongata,54.951555,11.991289,301,PRESERVED_SPECIMEN,NA
Ommatokoita elongata,71,22,NA,PRESERVED_SPECIMEN,NA
Ommatokoita elongata,50.32,-5.21,NA,PRESERVED_SPECIMEN,NA
Onchobothrium magnum,39.55,-70.73,NA,PRESERVED_SPECIMEN,NA
Onchobothrium magnum,39.55,-70.73,NA,PRESERVED_SPECIMEN,NA
Otobothrium insigne,29.2,-89.95,NA,PRESERVED_SPECIMEN,NA
Otodistomum cestoides,38,-100,NA,PRESERVED_SPECIMEN,NA
Otodistomum cestoides,37.2,-119.6,NA,PRESERVED_SPECIMEN,NA
Otodistomum cestoides,37.63,-121.34264,NA,UNKNOWN,NA
Otodistomum cestoides,37.63,-121.34264,NA,UNKNOWN,NA
Otodistomum cestoides,36.6177,-121.917,NA,PRESERVED_SPECIMEN,NA
Otodistomum cestoides,46.577778,-60.977778,NA,PRESERVED_SPECIMEN,NA
Otodistomum cestoides,46.577778,-60.977778,NA,PRESERVED_SPECIMEN,NA
Otodistomum cestoides,46.577778,-60.977778,NA,PRESERVED_SPECIMEN,NA
Otodistomum cestoides,46.577778,-60.977778,NA,PRESERVED_SPECIMEN,NA
Otodistomum veliporum,44.979852,-65.806016,NA,UNKNOWN,NA
Pandarus bicolor,56.647659,11.371338,86947,PRESERVED_SPECIMEN,9.14
Pandarus bicolor,37.7132,-122.298,NA,PRESERVED_SPECIMEN,NA
Pandarus bicolor,51.658333,-9.708333,NA,PRESERVED_SPECIMEN,NA
Pandarus bicolor,50.32,-5.21,NA,PRESERVED_SPECIMEN,NA
Pandarus bicolor,50.32,-5.21,NA,PRESERVED_SPECIMEN,NA
Pandarus bicolor,50.32,-5.21,NA,PRESERVED_SPECIMEN,NA
Pandarus bicolor,50.32,-5.21,NA,PRESERVED_SPECIMEN,NA
Pandarus bicolor,50.32,-5.21,NA,PRESERVED_SPECIMEN,NA
Pandarus bicolor,-31.55,159.083,10000,PRESERVED_SPECIMEN,NA
Pandarus bicolor,39.534564,26.620722,NA,PRESERVED_SPECIMEN,50
Pandarus bicolor,-33.85,151.266,10000,PRESERVED_SPECIMEN,NA
Pandarus floridanus,44.979852,-65.806016,NA,UNKNOWN,NA
Pandarus satyrus,-29,104,NA,PRESERVED_SPECIMEN,NA
Pandarus satyrus,-30.4,161.5,NA,PRESERVED_SPECIMEN,NA
Pandarus satyrus,1.95,-155.68,NA,PRESERVED_SPECIMEN,NA
Pandarus satyrus,3.3,-101.9,NA,PRESERVED_SPECIMEN,NA
Pandarus satyrus,1.72,-155.92,NA,PRESERVED_SPECIMEN,NA
Pandarus satyrus,-33.1833,54.9667,NA,PRESERVED_SPECIMEN,NA
Pandarus satyrus,11.88,-103.35,NA,PRESERVED_SPECIMEN,NA
Pandarus satyrus,49.17,-29.17,NA,PRESERVED_SPECIMEN,NA
Pandarus satyrus,3.3,-101.9,NA,PRESERVED_SPECIMEN,NA
Pandarus satyrus,1.6,-157.42,NA,PRESERVED_SPECIMEN,NA
Pandarus satyrus,-9.93,-135.27,NA,PRESERVED_SPECIMEN,NA
Pandarus satyrus,-1,-101.67,NA,PRESERVED_SPECIMEN,NA
Pandarus satyrus,41.17,-20.17,NA,PRESERVED_SPECIMEN,NA
Pandarus satyrus,-8.92,55.13,NA,PRESERVED_SPECIMEN,NA
Pandarus satyrus,-18.47,-83.32,NA,PRESERVED_SPECIMEN,NA
Pandarus satyrus,-5.77,80.03,NA,PRESERVED_SPECIMEN,NA
Pandarus sinuatus,41.5167,-70.6667,NA,PRESERVED_SPECIMEN,NA
Pandarus sinuatus,41.5167,-70.6667,NA,PRESERVED_SPECIMEN,NA
Pandarus sinuatus,41.5167,-70.6667,NA,PRESERVED_SPECIMEN,NA
Pandarus sinuatus,44.979852,-65.806016,NA,UNKNOWN,NA
Pandarus smithii,0,0,NA,UNKNOWN,NA
Pandarus smithii,-37.99721,-57.57658,1511444.7,PRESERVED_SPECIMEN,NA
Pandarus smithii,-37.99721,-57.57658,1511444.7,PRESERVED_SPECIMEN,NA
Parachristianella monomegacantha,9.443611,-68.788889,NA,UNKNOWN,NA
Parachristianella monomegacantha,-27.440278,153.180556,20,PRESERVED_SPECIMEN,NA
Parachristianella monomegacantha,-27.440278,153.180556,20,PRESERVED_SPECIMEN,NA
Parachristianella monomegacantha,-27.440278,153.180556,20,PRESERVED_SPECIMEN,NA
